_id,SL No,Ward No,Ward Name,Bus Stops,LATITUDE,LONGITUDE
410,410,Outside BBMP Limits,Outside BBMP Limits,"Hunnigere,HUNIGERE,BESIDE MARAMMA TEMPLE",13.032895,77.396357
411,411,Outside BBMP Limits,Outside BBMP Limits,"Gerahalli,GERAHALLI,BESIDE RESIDENTIAL AREA",13.03709415,77.39069136
412,412,Outside BBMP Limits,Outside BBMP Limits,"Mantanakurchi,MANCHANKHURKI,BESIDE ANJANEYA TEMPLE",13.04402542,77.38489358
413,413,Outside BBMP Limits,Outside BBMP Limits,"Kanuvanahalli,KANUVANA HALLI,BESIDE WATER TANK",12.99487839,77.36452723
414,414,Outside BBMP Limits,Outside BBMP Limits,"Nagasandra Palya,NAGASANDRA PALYA,BESIDE MARAMMA TEMPLE",13.001415,77.377739
415,415,Outside BBMP Limits,Outside BBMP Limits,"Banasawadi,BANASAWADI,BESIDE ANGANWADI KENDRA",13.01473352,77.36546734
416,416,Outside BBMP Limits,Outside BBMP Limits,"Soladevana Halli,SOLADEVANAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.006843,77.351199
417,417,Outside BBMP Limits,Outside BBMP Limits,"Lakshmipura,LAKSHMI PURA,IN FRONT OF MARAMMA TEMPLE",12.989621,77.38309
418,418,Outside BBMP Limits,Outside BBMP Limits,"Hosa Palya Gate,HOSAPALYA,BESIDE OPEN AREA",12.983584,77.387162
420,420,Outside BBMP Limits,Outside BBMP Limits,"Annekarana Halli,ATHIMGERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.86967572,77.27003778
421,421,Outside BBMP Limits,Outside BBMP Limits,"Athimagere Village,Manchanabele",12.87062,77.278881
422,422,Outside BBMP Limits,Outside BBMP Limits,"Athimgere Gate,ATHIMGERE,IN FRONT OF ARCH SHANIMAHATHMA TEMPLE",12.874694,77.283485
423,423,Outside BBMP Limits,Outside BBMP Limits,"Matha,MATHA VILLAGE,IN FRONT OF WATER TANK",12.881215,77.291705
424,424,Outside BBMP Limits,Outside BBMP Limits,"Matha Gate,NEAR ANJANEYA TEMPLE",12.888871,77.293654
425,425,Outside BBMP Limits,Outside BBMP Limits,"Dabbaguli,Dabbaguli,IN FRONT OF ANGANAVADI KENDRA",12.890855,77.322786
426,426,Outside BBMP Limits,Outside BBMP Limits,"Dabbaguli Cross,Dabbaguli",12.879728,77.316198
429,429,Outside BBMP Limits,Outside BBMP Limits,"Donnenahalli,DONENAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.884419,77.375188
430,430,Outside BBMP Limits,Outside BBMP Limits,"Aralimarada Palya,IN FRONT OF WATER TANK",12.930404,77.364793
431,431,Outside BBMP Limits,Outside BBMP Limits,"Madapatna,IN FRONT OF GOVERNMENT FAIR PRICE DEPOT",12.93283495,77.36075588
432,432,Outside BBMP Limits,Outside BBMP Limits,"Hosapalya,BESIDE OPEN AREA",12.950395,77.357471
433,433,Outside BBMP Limits,Outside BBMP Limits,Kallur,12.945917,77.318104
434,434,Outside BBMP Limits,Outside BBMP Limits,TGHalli,12.95228,77.33539
438,438,Outside BBMP Limits,Outside BBMP Limits,"Ravuthanahalli,RAVUTHANAHALLI,BESIDE LAKSHMIDEVI TEMPLE",13.02687,77.423879
439,439,Outside BBMP Limits,Outside BBMP Limits,"Chamundi Nagara Magadi Road,SHANTHI NAGARA,BESIDE OPEN AREA",13.01994,77.42192
440,440,Outside BBMP Limits,Outside BBMP Limits,"Devananjayyana Palya,CHAMUNDI NAGARA,BESIDE OPEN AREA",13.014605,77.420394
441,441,Outside BBMP Limits,Outside BBMP Limits,"Kittanahalli,KITTANAHALLI CROSS,BESIDE OPEN AREA",13.00923,77.421577
442,442,Outside BBMP Limits,Outside BBMP Limits,"Betta Halli Gate,BETTAHALLI CROSS,BESIDE GANESHA TEMPLE",13.008198,77.434868
443,443,Outside BBMP Limits,Outside BBMP Limits,"Byandana Halli,BYANDHALLI,BESIDE GOVERNMENT PRIMARY SCHOOL",13.005984,77.442278
444,444,Outside BBMP Limits,Outside BBMP Limits,"Byandana Halli Colony,BYANDHALLI COLONY,BESIDE RESIDENTIAL AREA",13.003308,77.442387
445,445,Outside BBMP Limits,Outside BBMP Limits,Janapriya Town Ship,12.999095,77.442805
446,446,Outside BBMP Limits,Outside BBMP Limits,Mutturayaswamy Temple Magadi Road,12.991911,77.442585
448,448,Outside BBMP Limits,Outside BBMP Limits,"Kadabagere ,KADABAGERE,IN FRONT OF ANJANEYA TEMPLE",12.996904,77.433195
449,449,Outside BBMP Limits,Outside BBMP Limits,"Bettenahalli ,BETTAHALLI,BESIDE ANJANEYA TEMPLE",13.01694,77.437163
450,450,Outside BBMP Limits,Outside BBMP Limits,"Vaddarahalli BMTC Training Centre,VADDARAHALLI,BESIDE OPEN AREA",13.019882,77.448446
451,451,Outside BBMP Limits,Outside BBMP Limits,"Junction of Vaddarahalli,VADDARAHALLI,BESIDE RESIDENTIAL AREA",13.014845,77.447039
453,453,Outside BBMP Limits,Outside BBMP Limits,"Jn of Vaddarahalli,BETTAHALLI COLONY,BESIDE LAKSHMI VENKATESHWARA PROVISION STORE",13.01542283,77.4431396
454,454,Outside BBMP Limits,Outside BBMP Limits,"Avarehalli,AVERAHALLI,BESIDE SRI ANJANEYA SWAMY TEMPLE",13.035017,77.416087
455,455,Outside BBMP Limits,Outside BBMP Limits,"Averehalli Cross,AVERAHALLI CROSS,BESIDE OPEN AREA",13.033331,77.421884
457,457,Outside BBMP Limits,Outside BBMP Limits,"Kittanahalli,KITTANAHALLI,BESIDE PLAYGROUND",13.008735,77.428224
458,458,Outside BBMP Limits,Outside BBMP Limits,"Baleveerana Halli,BALEVEERANA HALLI,BESIDE GOVT. PRIMARY SCHOOL",13.018524,77.393923
459,459,Outside BBMP Limits,Outside BBMP Limits,"Kammasandra,KAMMASANDRA,BESIDE ASHWATHA KHATTE",13.034343,77.439429
460,460,Outside BBMP Limits,Outside BBMP Limits,"Kammasandra Colony,Kammasandra ,Near Lakshmi Temple",13.029902,77.439066
461,461,Outside BBMP Limits,Outside BBMP Limits,Kamadhenu Kshethra,13.025675,77.447635
462,462,Outside BBMP Limits,Outside BBMP Limits,"Ganesha Circle,Kammasandra,Near Sri Raghavendra Swamy Temple (Brundavana)",13.0257,77.454626
463,463,Outside BBMP Limits,Outside BBMP Limits,"Madanayakanahalli,MADANAYAKANAHALLI,BESIDE USHA BAKERY AND SWEETS",13.060901,77.461194
464,464,Outside BBMP Limits,Outside BBMP Limits,"Siddana Hosahalli,SIDDANNAHOSAHALLI,BESIDE ASHWATHA KHATTE",13.057224,77.460142
465,465,Outside BBMP Limits,Outside BBMP Limits,"Dombarahalli,DOMBARAHALLI,BESIDE ASHWATHA KHATTE",13.04955,77.459894
466,466,Outside BBMP Limits,Outside BBMP Limits,Rajeshwari Nagara,13.04530563,77.46132121
467,467,Outside BBMP Limits,Outside BBMP Limits,"Laxmipura,LAKSHMIPURA,BESIDE OPEN AREA",13.037785,77.461177
468,468,Outside BBMP Limits,Outside BBMP Limits,"Kadirenahalli Village,KADIRENAHALLI,BESIDE RESIDENTIAL AREA",13.041773,77.448238
469,469,Outside BBMP Limits,Outside BBMP Limits,"KG Lakkenahalli,K.G.LAKKENAHALLI,BESIDE ASHWATHA KHATTE",13.016051,77.456484
470,470,Outside BBMP Limits,Outside BBMP Limits,"Jyothinagar,JYOTHI NAGARA,BESIDE RESIDENTIAL AREA",13.023688,77.45893
471,471,Outside BBMP Limits,Outside BBMP Limits,"Kammasandra,K.G.LAKKENAHALLI CROSS,BESIDE RAVAPACK INDUSTRIES",13.02584,77.459335
472,472,Outside BBMP Limits,Outside BBMP Limits,"Gangondanahalli Cross,LAKSHMIPURA CROSS,BESIDE OPEN AREA",13.02906868,77.46461015
473,473,Outside BBMP Limits,Outside BBMP Limits,"Gangondanahalli,GANGONDANAHALLI,BESIDE ASHWATHA KHATTE",13.021559,77.46762
474,474,Outside BBMP Limits,Outside BBMP Limits,"Gangondanahalli Colony,GANGONDANAHALLI COLONY,BESIDE RESIDENTIAL AREA",13.024392,77.470933
475,475,Outside BBMP Limits,Outside BBMP Limits,"Shanthinagara,SHANTHI NAGARA,BESIDE ASHWATHA KHATTE",13.02625481,77.47309965
476,476,Outside BBMP Limits,Outside BBMP Limits,"Ghanigara Halli,GANIGARAHALLI,BESIDE ANGANAWADI KENDRA",13.089073,77.510281
477,477,Outside BBMP Limits,Outside BBMP Limits,"Chikka Banawara Sante Beedi,CHIKKA BANAVARA,BESIDE SUMUKHA SWEETS & JUICE",13.08042,77.502474
478,478,Outside BBMP Limits,Outside BBMP Limits,"Kudhurgere Madhanayakanahalli,KUDREGERE,BESIDE GOVERNMENT PRIMARY SCHOOL",13.07579409,77.47242881
479,479,Outside BBMP Limits,Outside BBMP Limits,"Kudhurgere colony Madhanayakanahalli,KUDREGERE COLONY,BESIDE ASHWATHA KHATTE",13.06827058,77.47606387
480,480,Outside BBMP Limits,Outside BBMP Limits,"Thotada Guddadahalli,THOTADAGURADAHALLI,BESIDE KARTHIK STORES",13.068144,77.489442
481,481,Outside BBMP Limits,Outside BBMP Limits,"Meenakshi Layout,MEENAKSHI LAYOUT,BESIDE RAJU WINES",13.06552,77.492982
482,482,Outside BBMP Limits,Outside BBMP Limits,"Thammenahalli,THAMENAHALLLI,BESIDE GOVERNMENT PRIMARY SCHOOL",13.078228,77.489057
483,483,Outside BBMP Limits,Outside BBMP Limits,"Thammenahalli Palya,THAMENAHALLLI,BESIDE OPEN AREA",13.075972,77.488244
485,485,Outside BBMP Limits,Outside BBMP Limits,"Rajanukunte,RAJANAKUNTE,BESIDE SRI MANJUNATHA BAKERY & SWEETS",13.17284,77.563977
486,486,Outside BBMP Limits,Outside BBMP Limits,"Itagalapura Cross,ITKALPURA GATE,BESIDE OPEN AREA",13.17007705,77.55010991
487,487,Outside BBMP Limits,Outside BBMP Limits,"Cable Factory Kakolu Road,CHOKKENA HALLI,BESIDE OPEN AREA",13.173953,77.540404
488,488,Outside BBMP Limits,Outside BBMP Limits,"Dibbur Cross,DIBBUR GATE,BESIDE AMRUTA BAKERY",13.172569,77.53015
489,489,Outside BBMP Limits,Outside BBMP Limits,"Seetakepanahalli Gate,SEETHAKEMPANAHALLI GATE,BESIDE OPEN AREA",13.173593,77.525375
490,490,Outside BBMP Limits,Outside BBMP Limits,"Seetha Kempanahalli CROSS,SEETHA KEMPANAHALLI,BESIDE OPEN AREA",13.170947,77.521656
491,491,Outside BBMP Limits,Outside BBMP Limits,"Koluvarayanahalli,OPPOSITE OF ASHWATHA KATTE",13.165017,77.52174
492,492,Outside BBMP Limits,Outside BBMP Limits,"Linganahalli,IN FRONT OF ASHWATHA KATTE",13.155632,77.522708
493,493,Outside BBMP Limits,Outside BBMP Limits,"Muthkur Hesaraghatta,MUTHKURU,BESIDE OPEN AREA",13.15627629,77.50917105
494,494,Outside BBMP Limits,Outside BBMP Limits,"Muthkur Hesaraghatta,MUTHKURU CROSS,BESIDE OPEN AREA",13.14295675,77.50231613
495,495,Outside BBMP Limits,Outside BBMP Limits,"Ivara Kondapura,NARKANDA PURA,BESIDE DODDAMMA TEMPLE",13.13762272,77.49451404
496,496,Outside BBMP Limits,Outside BBMP Limits,"TB Stop Tumkur Road,I.I.H.R.HESARAGHATTA,BESIDE PETTY SHOP",13.135392,77.491086
497,497,Outside BBMP Limits,Outside BBMP Limits,"Hesaraghatta T B Cross,T.B.CROSS,BESIDE SRI MALE MAHADESHWARA CONCRETE BLOCK",13.130429,77.484476
498,498,Outside BBMP Limits,Outside BBMP Limits,"Thirumalapura Gate,THIRUMALAPURA,BESIDE KISHORE STORES",13.1254346,77.48367541
499,499,Outside BBMP Limits,Outside BBMP Limits,"Hurali Chikkana Halli,HURALI CHICKKANAHALLI,BESIDE SRI LAKSHMI VENKATESHWARA BAKERY",13.115834,77.482739
500,500,Outside BBMP Limits,Outside BBMP Limits,Thore Nagasandra cross,13.111903,77.48193
501,501,Outside BBMP Limits,Outside BBMP Limits,"Tharabana Halli Choultry,THARABANAHALLI,BESIDE SAPTAGIRI STORES",13.10541027,77.47930718
502,502,Outside BBMP Limits,Outside BBMP Limits,"Tharabana Halli Hesaraghatta,TARABANAHALLI,BESIDE PETTY SHOP",13.10127714,77.48098009
503,503,Outside BBMP Limits,Outside BBMP Limits,"Soladevana Halli ,SOLADEVANA HALLI,BESIDE POLICE STATION",13.09347689,77.48886597
504,504,Outside BBMP Limits,Outside BBMP Limits,"Dwarka Nagar,DWARAKANAGARA,BESIDE AMBEMA ELECTRICALS",13.08782523,77.4951502
505,505,Outside BBMP Limits,Outside BBMP Limits,"MATTHAHALLI,MATTHAHALLI,IN FRONT OF POST OFFICE",13.1081354,77.45730608
506,506,Outside BBMP Limits,Outside BBMP Limits,Basappa Layout,13.107847,77.449968
507,507,Outside BBMP Limits,Outside BBMP Limits,"Mathahalli Cross,MATTHAHALLI,IN FRONT OF LAKSHMI BAKERY",13.11024459,77.44380015
508,508,Outside BBMP Limits,Outside BBMP Limits,"Kanva Gate,IN FRONT OF KANVA GARDEN CITY LAYOUT",13.10458527,77.44382552
509,509,Outside BBMP Limits,Outside BBMP Limits,"Vaderahalli,VADERAHALLI CROSS,IN FRONT OF KADA ANJANEYA SWAMY TEMPLE",13.099478,77.444851
510,510,Outside BBMP Limits,Outside BBMP Limits,"Nagaroor Cross,NAGARARU,BESIDE OPEN AREA",13.092034,77.445348
511,511,Outside BBMP Limits,Outside BBMP Limits,"Manthri Layout,NAGARARU,BESIDE OPEN AREA",13.084526,77.447838
512,512,Outside BBMP Limits,Outside BBMP Limits,"BISCUIT FACTORY,BESIDE BISCUIT FACTORY",13.08044446,77.45056765
513,513,Outside BBMP Limits,Outside BBMP Limits,"Nisarga Layout,IN FRONT OF PROVISION STORE",13.073165,77.452484
514,514,Outside BBMP Limits,Outside BBMP Limits,"Huskur Village,HUSKURU,IN FRONT OF MUTHURAYAPPA TEMPLE",13.12411091,77.43110433
515,515,Outside BBMP Limits,Outside BBMP Limits,"Huskur Cross,HUSKURU,BESIDE OPEN AREA",13.120599,77.423175
516,516,Outside BBMP Limits,Outside BBMP Limits,"Chikka Veerana Palya,HUSKURU,OPPOSITE OF LAKSHMINARASIMHA ENGINEERING WORKS",13.114181,77.431671
517,517,Outside BBMP Limits,Outside BBMP Limits,"Pillahalli Cross,PILLAHALLI,BESIDE OPEN AREA",13.111527,77.438267
520,520,Outside BBMP Limits,Outside BBMP Limits,"Narasipura,NARASIPURA,IN FRONT OF GOVT. PRIMARY SCHOOL",13.109087,77.463408
521,521,Outside BBMP Limits,Outside BBMP Limits,"Bylanjaneya Temple,RAILWAY GOLLAHALLI,IN FRONT OF BYLANJANEYA TEMPLE",13.15018986,77.40957276
522,522,Outside BBMP Limits,Outside BBMP Limits,"RAILWAY GOLLAHALLI ARCH,RAILWAY GOLLAHALLI,IN FRONT OF WATER TANK",13.148116,77.411752
523,523,Outside BBMP Limits,Outside BBMP Limits,"Kuda Road uskur Cross,RAILWAY GOLLAHALLI,BESIDE OPEN AREA",13.143972,77.412316
524,524,Outside BBMP Limits,Outside BBMP Limits,"Hyadalu,HYADALU,IN FRONT OF GOVT. PRIMARY SCHOOL",13.139578,77.410013
525,525,Outside BBMP Limits,Outside BBMP Limits,"Bommshetty Halli Gate,IN FRONT OF SHANIMAHATMA TEMPLE",13.125904,77.416731
526,526,Outside BBMP Limits,Outside BBMP Limits,"Govinda Pura,GOVINDAPURA,BESIDE OPEN AREA",13.117892,77.460293
527,527,Outside BBMP Limits,Outside BBMP Limits,"Honnasandra,HONGASANDRA,IN FRONT OF MARAMMA DEVI TEMPLE",13.116936,77.447083
528,528,Outside BBMP Limits,Outside BBMP Limits,"Shivanapura,SHIVANAPURA,BESIDE ANGANAWADI KENDRA",13.049321,77.421501
529,529,Outside BBMP Limits,Outside BBMP Limits,"Thimmabhovi Palya,THIMMABOVIE PALYA,BESIDE GOVT. PRIMARY SCHOOL",13.05950604,77.41922669
530,530,Outside BBMP Limits,Outside BBMP Limits,"VINAYAKA NAGARA,VINAYAKA NAGARA,BESIDE WATER TANK",13.06760835,77.42094592
531,531,Outside BBMP Limits,Outside BBMP Limits,"GEJJAGADAHALLI CROSS,GEJJAGADAHALLI,BESIDE SRI MAHALAKSHMI CHATS CENTRE",13.071484,77.422843
532,532,Outside BBMP Limits,Outside BBMP Limits,"Adarsha Nagara,ADARSHA NAGARA,IN FRONT OF RESIDENTIAL AREA",13.076175,77.423661
533,533,Outside BBMP Limits,Outside BBMP Limits,"Arishinakunte,ARISHINA KUNTE,BESIDE PETTY SHOP",13.079526,77.424018
534,534,Outside BBMP Limits,Outside BBMP Limits,"Gejjagadahalli,GEJJAGADAHALLI,BESIDE GOVT.PRIMARY SCHOOL",13.060725,77.428986
535,535,Outside BBMP Limits,Outside BBMP Limits,"Marision Factory,MORRISON,BESIDE OPEN AREA",13.05025,77.492092
536,536,Outside BBMP Limits,Outside BBMP Limits,"Marikuppe,MAARIGUPPE,IN FRONT OF POST OFFICE",13.042217,77.298574
537,537,Outside BBMP Limits,Outside BBMP Limits,"Magadi Rangappanapalya,MAGADI RANGAPPANAPALYA,BESIDE OPEN AREA",13.035981,77.299589
538,538,Outside BBMP Limits,Outside BBMP Limits,"Thirumalapura,THIRUMALAPURA,OPPOSITE OF ANJANEYA SWAMY TEMPLE",13.020364,77.293688
539,539,Outside BBMP Limits,Outside BBMP Limits,"Hosapalya,HOSAPALYA,BESIDE OPEN AREA",13.011357,77.303193
540,540,Outside BBMP Limits,Outside BBMP Limits,"Motaganahalli,MOTAGANAHALLI,OPPOSITE OF DAKSHAYINI ENTERPRISES",13.00414,77.311912
541,541,Outside BBMP Limits,Outside BBMP Limits,"Sriramapura Colony,SRIRAMAPURA COLONY (MANTAPA),IN FRONT OF PETTY SHOP",13.022686,77.312333
542,542,Outside BBMP Limits,Outside BBMP Limits,"GEJJAGAL PALYA,GEJJAGAL PALYA,BESIDE OPEN AREA",13.030591,77.313362
543,543,Outside BBMP Limits,Outside BBMP Limits,"Basavanahalli,BASAVANAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.038635,77.314749
544,544,Outside BBMP Limits,Outside BBMP Limits,"JELLI CRUSHER FACTORY,BESIDE OPEN AREA",13.045131,77.315397
545,545,Outside BBMP Limits,Outside BBMP Limits,"MARAMMA TEMPLE,KADU KARENAHALLI,IN FRONT OF MARAMMA TEMPLE",13.053816,77.315764
546,546,Outside BBMP Limits,Outside BBMP Limits,Nandagokula Nagara,13.060965,77.317983
547,547,Outside BBMP Limits,Outside BBMP Limits,"Mahadevapura,MAHADEVAPURA,IN FRONT OF PETTY SHOP",13.06593,77.319123
548,548,Outside BBMP Limits,Outside BBMP Limits,"CADBURYS FACTORY,IN FRONT OF CADBURYS FACTORY",13.063191,77.330089
549,549,Outside BBMP Limits,Outside BBMP Limits,"Sitha Rama Palya,SEETHARAMA PALYA,IN FRONT OF WATER TANK",13.061062,77.334556
550,550,Outside BBMP Limits,Outside BBMP Limits,"Yantaganahalli,YANTAGANAHALLI,IN FRONT OF GOVT. COLLEGE",13.063136,77.346134
551,551,Outside BBMP Limits,Outside BBMP Limits,"Karekallu Cross,YANTAGANAHALLI,IN FRONT OF TOLL PLAZA",13.06809613,77.36022297
552,552,Outside BBMP Limits,Outside BBMP Limits,"Srinivaspura,SHANTHINAGARA,IN FRONT OF INTER GARDEN INDIA PVT. LTD",13.075158,77.36473
553,553,Outside BBMP Limits,Outside BBMP Limits,"Shanthinagara,SHANTHINAGARA,OPPOSITE OF NANDINI HOTEL",13.079049,77.366933
554,554,Outside BBMP Limits,Outside BBMP Limits,"Mallara Banavadi Cross,MALLARABANAWADI,IN FRONT OF VEERABHADRA SWAMY WEIGHERS",13.082808,77.371516
555,555,Outside BBMP Limits,Outside BBMP Limits,"Cement Factory Nelamangala,KEMPALINAGANAHALLI,BESIDE OPEN AREA",13.0899971,77.376243
556,556,Outside BBMP Limits,Outside BBMP Limits,"Nelmangala Bypass,NELAMANGALA,OPPOSITE OF BINDU WINES",13.097566,77.385463
558,558,Outside BBMP Limits,Outside BBMP Limits,"Aluru,ALURU,OPPOSITE OF MILK DAIRY",13.084976,77.465634
559,559,Outside BBMP Limits,Outside BBMP Limits,"Hegde Devanapura,HEGGADA DEVANAPURA,IN FRONT OF ANJANEYA TEMPLE",13.075885,77.458532
560,560,Outside BBMP Limits,Outside BBMP Limits,"Makali,MAKALI,OPPOSITE OF S.L.R. BAKERY",13.065541,77.454269
561,561,Outside BBMP Limits,Outside BBMP Limits,Anche Palya,13.055247,77.479837
562,562,Outside BBMP Limits,Outside BBMP Limits,"Aluru Palya,ALURU PALYA,IN FRONT OF PROVISION STORE",13.097462,77.470685
563,563,Outside BBMP Limits,Outside BBMP Limits,"Adakamaranahalli,ADAKAMARANAHALLI,BESIDE FRIENDS MOBILES",13.06482688,77.44336816
564,564,Outside BBMP Limits,Outside BBMP Limits,"Machanayakanahalli,MACHONAYAKANAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.145071,77.380172
565,565,Outside BBMP Limits,Outside BBMP Limits,"Narayana Rao Palya,IN FRONT OF OVER HEAD TANK",13.141453,77.381134
566,566,Outside BBMP Limits,Outside BBMP Limits,"Papabhovipalya,PAPABOVIPALYA,OPPOSITE OF LAKSHMINARAYANA TEMPLE",13.13714,77.377865
567,567,Outside BBMP Limits,Outside BBMP Limits,"Dinnepalya,BESIDE OPEN AREA",13.133876,77.373432
568,568,Outside BBMP Limits,Outside BBMP Limits,"Veeranjanapura,VEERANANJIPURA,IN FRONT OF GANGASANDRAMMA TEMPLE",13.130738,77.368383
569,569,Outside BBMP Limits,Outside BBMP Limits,"Papabhovipalya Cross,VEERANANJIPURA,BESIDE OPEN AREA",13.128379,77.36746
570,570,Outside BBMP Limits,Outside BBMP Limits,"Bommanahalli,BOMMANAHALLI,BESIDE OPEN AREA",13.121323,77.368409
571,571,Outside BBMP Limits,Outside BBMP Limits,"KBD Factory,IN FRONT OF K.B.D. FACTORY",13.117289,77.371826
572,572,Outside BBMP Limits,Outside BBMP Limits,"Nelmangala Bypass,NELAMANGALA,IN FRONT OF M.K. AUTOMOBILES",13.098177,77.386161
573,573,Outside BBMP Limits,Outside BBMP Limits,"Pillahalli colony,PILLAHALLI,IN FRONT OF RUDRESHWARA HOTEL",13.10423,77.433985
575,575,Outside BBMP Limits,Outside BBMP Limits,"Bhakthana Palya,BHAKTANAPALYA,IN FRONT OF MARAMMA TEMPLE",13.100214,77.410534
576,576,Outside BBMP Limits,Outside BBMP Limits,"Vajarahalli,VAJARAHALLI,IN FRONT OF RESIDENTIAL AREA",13.101222,77.405583
577,577,Outside BBMP Limits,Outside BBMP Limits,"Mylanahalli,MYLANAHALLI,IN FRONT OF GOVT. HOSPITAL",13.133716,77.399036
578,578,Outside BBMP Limits,Outside BBMP Limits,Mylanahalli Cross,13.12785,77.398623
579,579,Outside BBMP Limits,Outside BBMP Limits,"Garments,MYLANAHALLI,IN FRONT OF TEXPORT GARMENTS FACTORY",13.122385,77.393737
580,580,Outside BBMP Limits,Outside BBMP Limits,"Basavanahalli Mylahhali,BASAVANAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.110424,77.388272
581,581,Outside BBMP Limits,Outside BBMP Limits,"Renuka Nagar,NELAMANGALA,IN FRONT OF LAKSHMI VENKATESHWARA BAKERY",13.105657,77.388158
582,582,Outside BBMP Limits,Outside BBMP Limits,"Hunasemara Nelamangala,NELAMANGALA,IN FRONT OF SURYA MEDICALS",13.100347,77.390867
583,583,Outside BBMP Limits,Outside BBMP Limits,"Guruvanahalli,GURUVANAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.049936,77.361837
585,585,Outside BBMP Limits,Outside BBMP Limits,"Bommashetta Halli,BOMMASHETTIHALLI,IN FRONT OF MARAMMA TEMPLE",13.130759,77.418937
589,589,Outside BBMP Limits,Outside BBMP Limits,"Mahadevapura,MAHADEVAPURA,IN FRONT OF MANJUNATAHA HOTEL",13.066696,77.319569
590,590,Outside BBMP Limits,Outside BBMP Limits,"Thyamagondlu,THYAMAGONDLU,IN FRONT OF PANCHAYAT OFFICE",13.215605,77.302305
591,591,Outside BBMP Limits,Outside BBMP Limits,"Kere Kodi,BESIDE OPEN AREA",13.2147,77.309232
592,592,Outside BBMP Limits,Outside BBMP Limits,"Subramanya Nagara,OPPOSITE OF PETTY SHOP",13.211734,77.31268
593,593,Outside BBMP Limits,Outside BBMP Limits,"Gundenahalli Cross,BESIDE OPEN AREA",13.206558,77.315967
594,594,Outside BBMP Limits,Outside BBMP Limits,"Kallaghatta,KALALASANDRA,IN FRONT OF MILK DAIRY",13.195624,77.321069
595,595,Outside BBMP Limits,Outside BBMP Limits,"Arevesandra gate ,ARAVESANDRA,OPPOSITE OF PETTY SHOP",13.184978,77.325159
596,596,Outside BBMP Limits,Outside BBMP Limits,"Jakkanahalli Cross,JAKKANAHALLI,IN FRONT OF HOTEL DEEPU",13.165601,77.334362
597,597,Outside BBMP Limits,Outside BBMP Limits,"TBegur,T.BEGURU,BESIDE OPEN AREA",13.150088,77.339522
598,598,Outside BBMP Limits,Outside BBMP Limits,"Thonachaguppe,TONACHIKUPPE,BESIDE OPEN AREA",13.142087,77.347749
599,599,Outside BBMP Limits,Outside BBMP Limits,"Budihal Gate,BESIDE OPEN AREA",13.131191,77.358954
600,600,Outside BBMP Limits,Outside BBMP Limits,"Kanegowdanahalli,KANEGOWDANAHALLI,IN FRONT OF MARAMMA TEMPLE",13.129672,77.384607
601,601,Outside BBMP Limits,Outside BBMP Limits,"Islampura,ISLAMPURA,IN FRONT OF BHARAT ELECTRICALS",13.121859,77.385283
602,602,Outside BBMP Limits,Outside BBMP Limits,"Lakkenahalli,LAKKENAHALLI,BESIDE ASHWATHA KATTE",13.044699,77.392669
603,603,Outside BBMP Limits,Outside BBMP Limits,"Byregowdanahalli Cross,BYRE GOWDANAHALLI CROSS,BESIDE SRI GANGADHARESHWARA PROVISION STORE",13.059444,77.393722
604,604,Outside BBMP Limits,Outside BBMP Limits,"Bairegowdana Halli Colony,BYRE GOWDANAHALLI COLONY,BESIDE PETTY SHOP",13.064337,77.393675
605,605,Outside BBMP Limits,Outside BBMP Limits,"Ittige Factory,BESIDE BRICK FACTORY",13.06841981,77.39460505
606,606,Outside BBMP Limits,Outside BBMP Limits,"Mallapura Gate,NELAMANGALA,BESIDE PETTY SHOP",13.072721,77.393604
607,607,Outside BBMP Limits,Outside BBMP Limits,"Lakshmi Devastana Nelamangala,NELAMANGALA,BESIDE OPEN AREA",13.078368,77.392789
608,608,Outside BBMP Limits,Outside BBMP Limits,"Siddaganga College,NELAMANGALA,BESIDE SHREE SIDDA GANGA FIRST GRADE COLLEGE",13.082804,77.39278
609,609,Outside BBMP Limits,Outside BBMP Limits,"Nelamangala Court,NELAMANGALA,BESIDE COURT",13.087948,77.393935
610,610,Outside BBMP Limits,Outside BBMP Limits,"Sondekoppa Bypass,NELAMANGALA,BESIDE OPEN AREA",13.092373,77.394714
611,611,Outside BBMP Limits,Outside BBMP Limits,"Ramadevanahalli,RAMADEVANAHALLI,IN FRONT OF ESHWARA TEMPLE",13.189784,77.432593
612,612,Outside BBMP Limits,Outside BBMP Limits,"Kannamangala Gate,KANNAMANGALA,IN FRONT OF MANJUNATHA PROVISION STORE",13.190841,77.419944
613,613,Outside BBMP Limits,Outside BBMP Limits,"Guttepalya,GUTTEPALYA,BESIDE OPEN AREA",13.167248,77.411577
614,614,Outside BBMP Limits,Outside BBMP Limits,"Railway Gollahalli,RAILWAY GOLLAHALLI,IN FRONT OF PUTTESHWARA PROVISION STORE",13.150559,77.41176
